Voltage(V),Current(A),Temperature(C),Previous SOC(%),SOC(%),InReq,wcount
7.29,1.23,78.75,38.69,38.69,1,8
7.35,2.32,78.61,38.69,38.69,1,8
7.26,1.4,78.46,38.69,38.55,1,8
7.28,2.04,78.46,38.55,38.55,1,8
7.51,0.12,78.46,38.55,38.55,1,8
7.48,0.09,78.32,38.55,38.55,1,8
7.28,1.31,78.46,38.55,38.55,1,8
7.26,1.4,78.46,38.55,38.55,1,8
7.26,1.31,78.46,38.55,38.55,1,8
7.26,1.39,78.61,38.55,38.55,1,8
7.26,1.38,78.32,38.55,38.55,1,8
7.31,1.2,78.61,38.55,38.55,1,8
7.5,0.1,78.61,38.55,38.41,1,8
7.42,0.12,78.61,38.41,38.41,1,8
7.3,1.36,78.46,38.41,38.41,1,8
6.79,0.13,78.32,38.41,38.41,1,8
7.49,0.12,78.75,38.41,38.41,1,8
7.08,1.39,78.46,38.41,38.41,1,8
7.26,1.29,78.61,38.41,38.41,1,8
7.27,1.25,78.61,38.41,38.41,1,8
7.29,1.28,78.61,38.41,38.41,1,8
6.89,1.36,78.32,38.41,38.41,1,8
7.5,0.11,78.46,38.41,38.26,1,8
7.3,1.15,78.61,38.26,38.26,1,8
7.25,1.35,78.46,38.26,38.26,1,8
7.25,1.64,78.46,38.26,38.26,1,8
7.36,0.87,78.61,38.26,38.26,1,8
7.31,1.07,78.46,38.26,38.26,1,8
7.5,0.11,78.46,38.26,38.26,1,8
7.12,0.89,78.61,38.26,38.26,1,8
7.25,1.39,78.61,38.26,38.26,1,8
6.85,0.08,78.61,38.26,38.26,1,8
7.26,4.66,78.61,38.26,38.12,1,8
7.33,1.04,78.61,38.12,38.12,1,8
7.25,1.37,78.75,38.12,38.12,1,8
7.44,1.28,78.75,38.12,38.12,1,8
7.5,0.12,78.46,38.12,38.12,1,8
7.28,1.17,78.32,38.12,38.12,1,8
7.5,4.33,78.75,38.12,38.12,1,8
7.18,1.37,78.75,38.12,38.12,1,8
7.25,1.79,78.75,38.12,38.12,1,8
7.3,1.23,78.75,38.12,37.69,1,8
6.93,0.11,78.46,37.69,37.69,1,8
7.27,1.28,78.32,37.69,37.69,1,8
7.29,1.54,78.61,37.69,37.69,1,8
7.5,0.12,78.32,37.69,37.69,1,8
7.45,4.55,78.75,37.69,37.69,1,8
7.5,0.1,78.46,37.69,37.69,1,8
7.37,0.92,78.61,37.69,37.69,1,8
7.29,1.23,78.75,37.69,37.69,1,8
7.49,0.1,78.61,37.69,37.69,1,8
7.26,1.4,78.46,37.69,37.55,1,8
7.29,1.17,78.46,37.55,37.55,1,8
7.51,3.93,78.46,37.55,37.55,1,8
7.26,1.2,78.9,37.55,37.55,1,8
6.99,0.13,78.61,37.55,37.55,1,8
7.51,0.12,78.61,37.55,37.55,1,8
7.25,1.39,78.75,37.55,37.55,1,8
7.05,0.1,78.61,37.55,37.55,1,8
7.5,0.28,78.46,37.55,37.41,1,8
7.48,0.15,78.61,37.41,37.41,1,8
7.51,0.62,78.61,37.41,37.41,1,8
7.51,0.1,79.48,37.41,37.41,1,8
6.75,0.26,78.75,37.41,37.41,1,8
7.29,0.89,78.9,37.41,37.41,1,8
7.5,0.1,78.75,37.41,37.41,1,8
7.32,1.04,78.75,37.41,37.41,1,8
7.48,5.01,78.46,37.41,37.41,1,8
7.27,1.27,78.46,37.41,37.27,1,8
7.47,2.9,78.61,37.27,37.27,1,8
7.31,1.2,78.75,37.27,37.27,1,8
7.36,0.9,78.46,37.27,37.27,1,8
7.31,1.12,78.46,37.27,37.27,1,8
7.33,1.1,78.17,37.27,37.27,1,8
7.32,2.75,78.61,37.27,37.27,1,8
7.28,1.38,78.75,37.27,37.27,1,8
7.31,4.5,78.61,37.27,37.27,1,8
7.49,0.15,78.75,37.27,37.27,1,8
7.5,0.12,78.61,37.27,37.13,1,8
6.63,1.26,78.32,37.13,37.13,1,8
7.51,0.12,78.32,37.13,37.13,1,8
7.51,0.11,78.61,37.13,37.13,1,8
7.08,0.1,78.75,37.13,37.13,1,8
7.49,0.1,78.46,37.13,37.13,1,8
7.27,1.31,78.75,37.13,37.13,1,8
6.66,1.39,78.9,37.13,37.13,1,8
7.26,1.42,78.75,37.13,37.13,1,8
7.26,1.41,78.61,37.13,36.98,1,8
7.29,1.37,78.46,36.98,36.98,1,8
7.3,4.53,78.61,36.98,36.98,1,8
7.49,0.1,78.46,36.98,36.98,1,8
7.04,0.1,78.46,36.98,36.98,1,8
7.28,1.38,78.46,36.98,36.98,1,8
7.36,1.02,78.32,36.98,36.98,1,8
6.81,1.39,78.61,36.98,36.98,1,8
7.17,1.06,78.46,36.98,36.98,1,8
7.27,1.32,78.17,36.98,36.98,1,8
7.29,4.07,78.46,36.98,36.84,1,8
7.29,2,78.61,36.84,36.84,1,8
6.82,1.41,78.46,36.84,36.84,1,8
7.51,0.1,78.61,36.84,36.84,1,8
7.51,0.16,78.32,36.84,36.84,1,8
7.26,1.38,78.75,36.84,36.84,1,8
6.81,1.4,78.46,36.84,36.84,1,8
6.91,0.15,78.61,36.84,36.84,1,8
6.73,0.11,78.75,36.84,36.84,1,8
7.5,0.28,78.46,36.84,36.7,1,8
7.48,0.1,78.75,36.7,36.7,1,8
7.28,4.91,78.32,36.7,36.7,1,8
7.26,1.4,78.46,36.7,36.7,1,8
7.26,1.42,78.61,36.7,36.7,1,8
7.3,1.21,78.61,36.7,36.7,1,8
7.49,0.1,78.61,36.7,36.7,1,8
7.51,0.11,78.61,36.7,36.7,1,8
7.5,0.13,78.46,36.7,36.7,1,8
7.49,0.1,78.61,36.7,36.56,1,8
7.33,1.16,78.61,36.56,36.56,1,8
7.27,1.14,78.61,36.56,36.56,1,8
7.51,0.11,78.61,36.56,36.56,1,8
7.29,2.63,78.75,36.56,36.56,1,8
6.91,1.46,78.32,36.56,36.56,1,8
7.14,1.41,78.61,36.56,36.56,1,8
7.25,1.43,78.61,36.56,36.56,1,8
7.33,1.1,78.61,36.56,36.56,1,8
7.45,1.48,78.46,36.56,36.41,1,8
7.36,0.89,78.61,36.41,36.41,1,8
7.26,6.18,78.61,36.41,36.41,1,8
7,1.02,78.46,36.41,36.41,1,8
6.71,1.41,78.46,36.41,36.41,1,8
7.27,1.43,78.61,36.41,36.41,1,8
7.5,4.13,78.46,36.41,36.41,1,8
7.49,0.14,78.75,36.41,36.41,1,8
7.3,1.41,78.61,36.41,36.41,1,8
7.09,0.12,78.61,36.41,36.27,1,8
7.26,1.41,78.61,36.27,36.27,1,8
7.49,0.14,78.61,36.27,36.27,1,8
7.33,0.94,78.32,36.27,36.27,1,8
7.52,3.11,78.61,36.27,36.27,1,8
7.4,1.32,78.61,36.27,36.27,1,8
7.51,0.1,78.61,36.27,36.27,1,8
7.29,1.32,78.75,36.27,36.27,1,8
7.25,2.86,78.75,36.27,36.27,1,8
7.25,1.43,78.61,36.27,36.27,1,8
6.8,1.42,78.32,36.27,36.13,1,8
7.48,0.14,78.17,36.13,36.13,1,8
7.49,0.18,78.46,36.13,36.13,1,8
7.32,5.83,78.61,36.13,36.13,1,8
7.5,0.08,78.32,36.13,36.13,1,8
7.49,0.1,78.61,36.13,36.13,1,8
7.49,0.16,78.61,36.13,36.13,1,8
7.5,0.1,78.61,36.13,36.13,1,8
7.06,1.45,78.32,36.13,36.13,1,8
7.28,1.29,78.46,36.13,35.99,1,8
7.26,1.41,78.32,35.99,35.99,1,8
7.25,1.42,78.46,35.99,35.99,1,8
7.27,1.32,78.61,35.99,35.99,1,8
7.31,1.13,78.46,35.99,35.99,1,8
7.44,1.35,78.61,35.99,35.99,1,8
7.26,1.44,78.46,35.99,35.99,1,8
7.51,4.56,78.75,35.99,35.99,1,8
7.5,0.11,78.46,35.99,35.99,1,8
7.25,1.42,78.61,35.99,35.99,1,8
7.5,0.12,78.46,35.99,35.85,1,8
7.51,0.28,78.61,35.85,35.85,1,8
7.37,0.12,78.61,35.85,35.85,1,8
7.47,0.1,78.61,35.85,35.85,1,8
7.51,3.24,78.61,35.85,35.85,1,8
7.27,1.37,78.32,35.85,35.85,1,8
7.25,1.43,78.46,35.85,35.85,1,8
7.26,1.41,78.75,35.85,35.85,1,8
7.27,1.38,78.75,35.85,35.7,1,8
7.49,3.23,78.46,35.7,35.7,1,8
7.51,0.1,78.61,35.7,35.7,1,8
7.4,1.36,78.75,35.7,35.7,1,8
6.87,0.11,78.46,35.7,35.7,1,8
7.27,1.39,78.61,35.7,35.7,1,8
7.29,1.33,78.75,35.7,35.7,1,8
7.25,1.42,78.32,35.7,35.7,1,8
7.51,0.1,78.32,35.7,35.7,1,8
7.5,0.14,78.61,35.7,35.56,1,8
7.26,1.41,78.46,35.56,35.56,1,8
7.51,0.37,78.46,35.56,35.56,1,8
7.26,4,78.46,35.56,35.56,1,8
7.47,0.22,78.46,35.56,35.56,1,8
7.5,0.11,78.61,35.56,35.56,1,8
7.5,0.11,78.75,35.56,35.56,1,8
7.5,0.11,78.46,35.56,35.56,1,8
7.51,0.12,78.32,35.56,35.56,1,8
7.27,1.53,78.61,35.56,34.28,1,8
7.51,0.1,78.75,34.28,34.28,1,8
7.28,1.86,78.46,34.28,34.28,1,8
7.25,1.43,78.46,34.28,34.28,1,8
7.25,1.42,78.46,34.28,34.28,1,8
6.71,0.08,78.75,34.28,34.28,1,8
7.5,0.11,78.61,34.28,34.28,1,8
7.33,1.05,78.61,34.28,34.28,1,8
7.37,3.23,78.46,34.28,34.28,1,8
7.49,0.41,78.61,34.28,34.14,1,8
7.49,0.24,78.46,34.14,34.14,1,8
7.49,0.16,78.46,34.14,34.14,1,8
7.27,1.39,78.61,34.14,34.14,1,8
7.25,1.44,78.61,34.14,34.14,1,8
7.5,0.14,78.75,34.14,34.14,1,8
7.42,0.79,79.04,34.14,34.14,1,8
7.28,1.42,78.46,34.14,34.14,1,8
6.8,1.43,78.75,34.14,34.14,1,8
7.5,0.08,78.75,34.14,34,1,8
7.29,1.14,78.9,34,34,1,8
7.51,0.11,78.9,34,34,1,8
7.5,0.12,78.61,34,34,1,8
7.48,0.18,78.9,34,34,1,8
7.26,1.44,78.75,34,34,1,8
6.63,0.19,78.9,34,34,1,8
6.64,0.12,78.9,34,34,1,8
7.51,0.12,79.19,34,34,1,8
7.07,0.09,78.9,34,34,1,8
7.39,0.1,78.75,34,33.57,1,8
7.29,0.24,78.75,33.57,33.57,1,8
7.29,1.29,78.9,33.57,33.57,1,8
7.23,1.41,78.9,33.57,33.57,1,8
7.31,1.14,79.04,33.57,33.57,1,8
7.45,1.28,78.61,33.57,33.57,1,8
7.45,0.1,79.04,33.57,33.57,1,8
7.25,1.44,78.9,33.57,33.57,1,8
7.25,1.39,78.9,33.57,33.57,1,8
7.25,1.41,79.04,33.57,33.57,1,8
7.45,0.23,78.9,33.57,33.43,1,8
7.26,0.12,78.9,33.43,33.43,1,8
7.27,1.4,78.75,33.43,33.43,1,8
7.25,5.22,78.75,33.43,33.43,1,8
7.51,0.12,79.04,33.43,33.43,1,8
7.25,1.41,78.9,33.43,33.43,1,8
7.34,4.27,79.19,33.43,33.43,1,8
7.23,1.03,79.04,33.43,33.43,1,8
7.48,0.12,78.9,33.43,33.43,1,8
7.23,1.41,78.75,33.43,33.43,1,8
7.5,0.09,79.04,33.43,33.43,1,8
7.5,0.11,78.9,33.43,33.28,1,8
7.34,0.9,78.9,33.28,33.28,1,8
7.5,0.1,79.04,33.28,33.28,1,8
7.23,1.42,79.04,33.28,33.28,1,8
7.49,5.88,79.04,33.28,33.28,1,8
7.35,0.94,78.75,33.28,33.28,1,8
7.49,0.28,78.9,33.28,33.28,1,8
7.33,1.63,78.9,33.28,33.28,1,8
7.49,0.12,79.04,33.28,33.28,1,8
7.27,1.43,79.19,33.28,32.86,1,8
6.99,1.44,79.19,32.86,32.86,1,8
7.51,2.6,79.04,32.86,32.86,1,8
7.47,3.48,78.75,32.86,32.86,1,8
7.3,1.21,78.75,32.86,32.86,1,8
7.5,0.09,79.19,32.86,32.86,1,8
7.5,0.08,79.04,32.86,32.86,1,8
6.62,1.41,79.04,32.86,32.86,1,8
7.5,0.11,79.33,32.86,32.86,1,8
6.93,0.11,79.19,32.86,32.43,1,8
7.24,1.41,79.33,32.43,32.43,1,8
7.49,0.1,79.19,32.43,32.43,1,8
7.49,0.18,78.75,32.43,32.43,1,8
7.37,0.87,78.9,32.43,32.43,1,8
7.49,0.12,78.9,32.43,32.43,1,8
7.25,1.4,78.9,32.43,32.43,1,8
7.31,1.17,78.9,32.43,32.43,1,8
7.28,1.55,79.19,32.43,32.43,1,8
7.25,6.22,79.04,32.43,32.29,1,8
7.51,0.1,79.04,32.29,32.29,1,8
7.49,5.13,79.04,32.29,32.29,1,8
7.27,1.32,79.19,32.29,32.29,1,8
7.5,0.11,79.19,32.29,32.29,1,8
7.37,0.9,79.19,32.29,32.29,1,8
7.28,1.19,79.19,32.29,32.29,1,8
7.34,1.01,79.19,32.29,32.29,1,8
7.27,1.84,79.19,32.29,32.29,1,8
7.42,1.32,79.19,32.29,32.29,1,8
7.24,1.42,79.04,32.29,32.15,1,8
7.5,1.1,79.19,32.15,32.15,1,8
7.47,0.19,79.19,32.15,32.15,1,8
7.49,0.1,78.9,32.15,32.15,1,8
7.5,0.11,78.9,32.15,32.15,1,8
7.27,1.4,78.9,32.15,32.15,1,8
7.01,1.32,78.9,32.15,32.15,1,8
7.28,1.21,79.19,32.15,32.15,1,8
7.31,1.26,79.33,32.15,32.15,1,8
7.51,1.68,78.9,32.15,32,1,8
7.22,1.43,79.04,32,32,1,8
7.32,1.04,78.9,32,32,1,8
7.24,1.39,78.9,32,32,1,8
7.48,0.12,79.19,32,32,1,8
7.32,2.32,79.19,32,32,1,8
7.5,0.12,79.19,32,32,1,8
7.5,4.8,79.19,32,32,1,8
7.49,0.12,79.33,32,31.29,1,8
7.38,0.47,79.04,31.29,31.29,1,8
7.44,0.13,78.9,31.29,31.29,1,8
7.27,1.28,78.9,31.29,31.29,1,8
7.25,1.39,79.19,31.29,31.29,1,8
7.49,0.1,79.19,31.29,31.29,1,8
7.49,0.09,79.04,31.29,31.29,1,8
7.5,0.1,78.9,31.29,31.29,1,8
7.26,1.29,78.9,31.29,31.29,1,8
7.14,1.41,79.04,31.29,30.87,1,8
7.25,1.81,79.19,30.87,30.87,1,8
7.33,1.01,79.33,30.87,30.87,1,8
7.08,0.12,79.19,30.87,30.87,1,8
7.43,1.35,79.19,30.87,30.87,1,8
7.5,0.58,79.19,30.87,30.87,1,8
6.89,0.78,79.04,30.87,30.87,1,8
7.25,3.6,79.19,30.87,30.87,1,8
7.49,0.11,79.04,30.87,30.87,1,8
7.49,2.78,79.33,30.87,30.87,1,8
7.13,1,78.9,30.87,30.72,1,8
6.63,1.41,79.19,30.72,30.72,1,8
7.48,0.11,79.19,30.72,30.72,1,8
7.47,0.16,79.19,30.72,30.72,1,8
7.33,1.01,79.04,30.72,30.72,1,8
7.28,1.36,79.33,30.72,30.72,1,8
7.25,3.53,79.33,30.72,30.72,1,8
7.49,3.64,79.19,30.72,30.72,1,8
7.49,0.11,79.04,30.72,30.72,1,8
7.35,0.94,79.04,30.72,30.72,1,8
7.49,0.1,79.33,30.72,30.58,1,8
7.25,1.4,79.04,30.58,30.58,1,8
7.25,5.03,79.19,30.58,30.58,1,8
7.25,1.39,79.04,30.58,30.58,1,8
7.21,1.3,79.04,30.58,30.58,1,8
7.49,0.21,79.33,30.58,30.58,1,8
7.49,0.2,79.19,30.58,30.58,1,8
7.3,0.12,79.33,30.58,30.58,1,8
7.34,0.91,79.33,30.58,30.58,1,8
7.35,1.06,79.04,30.58,30.58,1,8
7.48,0.12,79.04,30.58,30.44,1,8
6.72,1.41,78.9,30.44,30.44,1,8
7.49,0.1,79.04,30.44,30.44,1,8
7.24,2.41,79.48,30.44,30.44,1,8
7.3,1.12,79.33,30.44,30.44,1,8
7.32,1.14,79.19,30.44,30.44,1,8
7.46,0.12,79.19,30.44,30.44,1,8
7.5,0.13,79.04,30.44,30.44,1,8
7.24,1.41,79.04,30.44,30.44,1,8
7.29,4.45,79.19,30.44,30.3,1,8
7.49,0.12,79.04,30.3,30.3,1,8
7.49,0.1,79.33,30.3,30.3,1,8
7.11,0.1,78.9,30.3,30.3,1,8
6.71,1.43,79.33,30.3,30.3,1,8
7.31,0.92,79.33,30.3,30.3,1,8
7.27,1.36,79.04,30.3,30.3,1,8
7.5,0.1,79.04,30.3,30.3,1,8
7.46,0.09,79.19,30.3,30.3,1,8
7.23,1.42,79.19,30.3,30.3,1,8
7.46,0.09,79.33,30.3,30.3,1,8
7.05,0.11,79.04,30.3,27.59,1,8
7.01,1.4,79.48,27.59,27.59,1,8
7.27,1.27,79.19,27.59,27.59,1,8
7.24,0.24,79.33,27.59,27.59,1,8
7.27,5.09,79.33,27.59,27.59,1,8
7.49,0.09,79.04,27.59,27.59,1,8
6.71,1.12,79.19,27.59,27.59,1,8
7.34,0.88,79.04,27.59,27.59,1,8
7.48,0.1,79.33,27.59,27.59,1,8
7.49,0.12,79.19,27.59,27.59,1,8
7.49,0.09,79.19,27.59,27.59,1,8
7.23,1.44,79.04,27.59,27.45,1,8
7.42,1.31,79.04,27.45,27.45,1,8
7.24,1.38,79.04,27.45,27.45,1,8
6.86,0.16,79.04,27.45,27.45,1,8
7.48,0.11,79.19,27.45,27.45,1,8
7.27,1.23,79.19,27.45,27.45,1,8
7.49,0.14,79.04,27.45,27.45,1,8
7.48,0.12,79.19,27.45,27.45,1,8
7.46,0.16,79.19,27.45,27.45,1,8
7.32,1,79.33,27.45,27.31,1,8
7.31,1.08,79.19,27.31,27.31,1,8
7.43,0.12,79.33,27.31,27.31,1,8
7.49,0.09,79.04,27.31,27.31,1,8
7.29,0.11,79.19,27.31,27.31,1,8
7.49,0.08,79.33,27.31,27.31,1,8
7.34,0.97,79.04,27.31,27.31,1,8
7.23,1.42,79.19,27.31,27.31,1,8
7.49,2.56,79.19,27.31,27.31,1,8
7.33,0.97,79.19,27.31,27.31,1,8
7.47,0.12,79.19,27.31,27.17,1,8
7.32,0.14,79.19,27.17,27.17,1,8
7.48,0.1,79.33,27.17,27.17,1,8
7.49,0.36,79.48,27.17,27.17,1,8
7.46,2.44,79.19,27.17,27.17,1,8
7.45,0.23,79.33,27.17,27.17,1,8
7.47,0.12,79.33,27.17,27.17,1,8
7.49,0.09,79.19,27.17,27.17,1,8
7.48,0.1,79.04,27.17,27.17,1,8
7.26,1.43,79.48,27.17,27.17,1,8
7.39,0.18,79.04,27.17,27.17,1,8
7.47,0.11,79.19,27.17,27.03,1,8
7.21,0.99,79.19,27.03,27.03,1,8
7.29,1.26,79.19,27.03,27.03,1,8
7.24,1.39,79.19,27.03,27.03,1,8
7.46,0.16,79.33,27.03,27.03,1,8
7.46,0.13,79.33,27.03,27.03,1,8
7.47,0.12,79.33,27.03,27.03,1,8
7.3,0.08,79.19,27.03,27.03,1,8
7.33,0.19,79.04,27.03,27.03,1,8
7.46,0.11,79.33,27.03,27.03,1,8
7.48,2.01,79.04,27.03,27.03,1,8
7.25,1.37,79.19,27.03,26.88,1,8
7.23,1.41,79.19,26.88,26.88,1,8
6.81,1.43,79.48,26.88,26.88,1,8
7.32,0.92,79.19,26.88,26.88,1,8
7.45,0.12,79.33,26.88,26.88,1,8
7.32,0.95,79.19,26.88,26.88,1,8
7,1.41,79.19,26.88,26.88,1,8
6.9,1.42,79.62,26.88,26.88,1,8
7.18,1.41,79.19,26.88,26.88,1,8
7.45,0.11,79.19,26.88,26.88,1,8
7.48,0.1,79.33,26.88,26.88,1,8
7.25,1.28,79.04,26.88,26.46,1,8
7.3,2.8,79.04,26.46,26.46,1,8
7.48,0.34,79.48,26.46,26.46,1,8
7.28,1.4,79.19,26.46,26.46,1,8
6.75,1.41,79.19,26.46,26.46,1,8
7.23,0.18,79.04,26.46,26.46,1,8
7.32,0.99,79.19,26.46,26.46,1,8
7.46,0.09,79.33,26.46,26.46,1,8
6.92,1.17,79.48,26.46,26.46,1,8
7.26,1.25,79.04,26.46,26.46,1,8
7.31,1.04,79.19,26.46,26.31,1,8
7.2,1.33,79.33,26.31,26.31,1,8
7.46,0.12,79.48,26.31,26.31,1,8
6.99,0.29,79.04,26.31,26.31,1,8
7.46,0.12,79.04,26.31,26.31,1,8
7.47,0.1,79.04,26.31,26.31,1,8
7.3,5.41,79.19,26.31,26.31,1,8
7.48,0.12,79.19,26.31,26.31,1,8
7.3,1.35,79.33,26.31,26.31,1,8
7.48,4.31,79.33,26.31,26.31,1,8
6.87,0.17,79.04,26.31,26.31,1,8
7.25,1.28,79.33,26.31,26.17,1,8
7.48,0.09,79.19,26.17,26.17,1,8
7.31,0.92,79.33,26.17,26.17,1,8
7.48,0.11,79.48,26.17,26.17,1,8
7.25,4.25,79.33,26.17,26.17,1,8
7.47,0.12,79.19,26.17,26.17,1,8
7.27,1.17,79.48,26.17,26.17,1,8
7.33,0.91,79.04,26.17,26.17,1,8
7.21,1.41,79.33,26.17,26.17,1,8
6.91,1.42,79.48,26.17,26.17,1,8
7.46,5.83,79.33,26.17,26.17,1,8
7.34,0.88,79.19,26.17,26.03,1,8
6.46,1.28,79.62,26.03,26.03,1,8
7.47,0.1,79.19,26.03,26.03,1,8
7.26,4.61,79.33,26.03,26.03,1,8
6.44,1.4,79.33,26.03,26.03,1,8
7.47,0.1,79.19,26.03,26.03,1,8
7.47,4.54,79.33,26.03,26.03,1,8
7.47,0.13,79.48,26.03,26.03,1,8
7.28,1.08,79.33,26.03,26.03,1,8
7.22,1.39,79.48,26.03,26.03,1,8
7.01,1.5,79.48,26.03,26.03,1,8
7.23,4.53,79.62,26.03,25.89,1,8
7.47,0.1,79.33,25.89,25.89,1,8
7.48,1.52,79.33,25.89,25.89,1,8
7.3,2.93,79.33,25.89,25.89,1,8
7.33,0.94,79.19,25.89,25.89,1,8
7.34,0.86,79.62,25.89,25.89,1,8
7.25,1.35,79.48,25.89,25.89,1,8
7.48,0.1,79.33,25.89,25.89,1,8
7.45,0.2,79.48,25.89,25.89,1,8
7.47,0.12,79.19,25.89,25.89,1,8
7.48,0.09,79.33,25.89,25.75,1,8
7.27,1.1,79.33,25.75,25.75,1,8
7.31,1.04,79.62,25.75,25.75,1,8
7.47,0.13,79.33,25.75,25.75,1,8
7.3,1.08,79.33,25.75,25.75,1,8
7.44,0.12,79.48,25.75,25.75,1,8
7.47,0.1,79.33,25.75,25.75,1,8
7.19,0.96,79.48,25.75,25.75,1,8
7.35,0.14,79.19,25.75,25.75,1,8
7.33,0.97,79.62,25.75,25.75,1,8
7.44,0.13,79.33,25.75,25.75,1,8
7.22,1.42,79.33,25.75,25.6,1,8
7.47,0.11,79.48,25.6,25.6,1,8
7.44,0.16,79.48,25.6,25.6,1,8
7.21,1.4,79.62,25.6,25.6,1,8
7.46,0.1,79.48,25.6,25.6,1,8
7.31,0.96,79.62,25.6,25.6,1,8
6.77,1.42,79.48,25.6,25.6,1,8
7.46,0.09,79.33,25.6,25.6,1,8
7.22,1.34,79.33,25.6,25.6,1,8
7.45,0.11,79.48,25.6,25.6,1,8
7.23,1.3,79.48,25.6,25.46,1,8
7.45,0.1,79.48,25.46,25.46,1,8
6.73,1.37,79.33,25.46,25.46,1,8
7.46,0.09,79.33,25.46,25.46,1,8
7.47,3.18,79.48,25.46,25.46,1,8
6.95,6.13,79.33,25.46,25.46,1,8
7.46,0.68,79.48,25.46,25.46,1,8
7.22,7.14,79.48,25.46,25.46,1,8
7.1,1.33,79.62,25.46,25.46,1,8
7.22,1.39,79.33,25.46,25.46,1,8
7.22,2.64,79.62,25.46,24.75,1,8
7.24,3.38,79.48,24.75,24.75,1,8
7.3,0.98,79.33,24.75,24.75,1,8
7.22,4.57,79.33,24.75,24.75,1,8
6.82,3.57,79.48,24.75,24.75,1,8
7.15,1.1,79.91,24.75,24.75,1,8
7.3,0.86,79.33,24.75,24.75,1,8
7.23,1.26,79.48,24.75,24.75,1,8
7.45,3.08,79.33,24.75,24.75,1,8
7.23,4.53,79.62,24.75,24.75,1,8
7.26,1.15,79.33,24.75,24.75,1,8
7.45,0.12,79.33,24.75,24.75,1,8
7.22,1.71,79.48,24.75,24.04,1,8
6.8,1.25,79.48,24.04,24.04,1,8
7.21,1.32,79.48,24.04,24.04,1,8
6.69,0.09,79.33,24.04,24.04,1,8
7.31,0.86,79.48,24.04,24.04,1,8
7.21,1.38,79.33,24.04,24.04,1,8
7.45,0.09,79.33,24.04,24.04,1,8
7.46,1.14,79.33,24.04,24.04,1,8
7.21,1.37,79.48,24.04,24.04,1,8
7.45,0.08,79.33,24.04,24.04,1,8
7.44,0.1,79.48,24.04,24.04,1,8
7.22,4.09,79.33,24.04,23.9,1,8
6.59,6.28,79.33,23.9,23.9,1,8
7.27,0.97,79.33,23.9,23.9,1,8
7.45,0.1,79.19,23.9,23.9,1,8
7.38,1.25,79.19,23.9,23.9,1,8
7.44,4.03,79.48,23.9,23.9,1,8
7.2,1.38,79.48,23.9,23.9,1,8
7.45,0.1,79.33,23.9,23.9,1,8
7.46,3.98,79.19,23.9,23.9,1,8
7.25,1.21,79.33,23.9,23.75,1,8
7.22,1.25,79.19,23.75,23.75,1,8
7.45,0.11,79.48,23.75,23.75,1,8
7.21,1.38,79.19,23.75,23.75,1,8
7.21,5.3,79.33,23.75,23.75,1,8
7.45,0.1,79.33,23.75,23.75,1,8
7.44,7.27,79.19,23.75,23.75,1,8
7.11,1.39,79.48,23.75,23.75,1,8
7.05,0.1,79.48,23.75,23.75,1,8
7.19,0.1,79.33,23.75,23.75,1,8
7.2,1.41,79.48,23.75,23.75,1,8
7.05,0.57,79.48,23.75,23.75,1,8
7.44,0.1,79.33,23.75,23.61,1,8
7.12,1.39,79.48,23.61,23.61,1,8
7.45,0.11,79.48,23.61,23.61,1,8
6.87,1.93,79.33,23.61,23.61,1,8
7.45,0.09,79.19,23.61,23.61,1,8
7.38,1.28,79.48,23.61,23.61,1,8
6.68,1.41,79.19,23.61,23.61,1,8
7.43,0.1,79.19,23.61,23.61,1,8
7.22,0.99,79.48,23.61,23.61,1,8
6.84,1.43,79.19,23.61,23.61,1,8
7.24,1.29,79.33,23.61,23.18,1,8
6.98,1.19,79.19,23.18,23.18,1,8
7.21,1.86,79.33,23.18,23.18,1,8
7.22,1.36,79.48,23.18,23.18,1,8
7.22,1.28,79.33,23.18,23.18,1,8
7.21,1.34,79.48,23.18,23.18,1,8
7.21,1.34,79.33,23.18,23.18,1,8
7.21,1.35,79.62,23.18,23.18,1,8
7.2,1.21,79.48,23.18,23.18,1,8
7.4,1.25,79.33,23.18,23.18,1,8
7.22,1.39,79.33,23.18,23.18,1,8
7.23,0.82,79.33,23.18,23.04,1,8
6.86,1.34,79.04,23.04,23.04,1,8
7.31,0.09,79.33,23.04,23.04,1,8
7.23,1.19,79.33,23.04,23.04,1,8
7.23,1.38,79.19,23.04,23.04,1,8
7.28,2.72,79.33,23.04,23.04,1,8
7.43,0.11,79.33,23.04,23.04,1,8
7.2,1.36,79.33,23.04,23.04,1,8
7.28,1.13,79.33,23.04,23.04,1,8
7.13,0.16,79.48,23.04,23.04,1,8
7.44,0.1,79.33,23.04,22.62,1,8
7.14,1.39,79.33,22.62,22.62,1,8
7.45,5.84,79.19,22.62,22.62,1,8
7.2,1.39,79.48,22.62,22.62,1,8
7.31,0.98,79.19,22.62,22.62,1,8
7.27,1.11,79.33,22.62,22.62,1,8
7.44,0.14,79.33,22.62,22.62,1,8
7.42,0.29,79.33,22.62,22.62,1,8
7.19,1.37,79.33,22.62,22.62,1,8
7.44,0.1,79.33,22.62,22.62,1,8
7.04,1.23,79.33,22.62,22.47,1,8
6.99,0.16,79.33,22.47,22.47,1,8
7.45,0.21,79.33,22.47,22.47,1,8
